"","routing_number","telegraphic_name","customer_name","state_or_territory_abbreviation","city","funds_transfer_status:
				y_-_eligible
				n_-_ineligible","funds_settlement-only_status:
				s_-_settlement-only","book-entry_securities_transfer_status:
				y_-_eligible
				n_-_ineligible","date_of_last_revision:_yyyymmdd,_or_blank"
"7273","271972828","MARQUETTE BANK    ","MARQUETTE BANK                      ","IL","ORLAND PARK              ","Y"," ","N","20141107"
"7274","271972899","FINANCIAL OLYMPIA ","BANKFINANCIAL FSB                   ","IL","OLYMPIA FIELDS           ","Y"," ","Y","20070627"
"7275","271972912","FIRST FSB OTTAWA  ","FIRST FEDERAL SAVINGS BANK          ","IL","OTTAWA                   ","Y"," ","N","        "
"7276","271972925","OTTAWA SAVINGS BK ","OTTAWA SAVINGS BANK                 ","IL","OTTAWA                   ","Y","S","N","20090528"
"7277","271973128","PERU FEDERAL SVGS ","PERU FEDERAL SVGS BANK              ","IL","PERU                     ","Y"," ","N","20020819"
"7278","271973762","NORTH SHORE TRUST ","NORTH SHORE TRUST AND SAVINGS       ","IL","WAUKEGAN                 ","Y"," ","N","20021129"
"7279","271973788","CARDUNAL SB FSB   ","US BANK, NA                         ","IL","WEST DUNDEE              ","Y"," ","N","20141107"
"7280","271973924","PEOPLES BK MUNSTER","PEOPLES BANK SB                     ","IN","MUNSTER                  ","Y"," ","Y","        "
"7281","271974017","AMERICAN COMMUNITY","AMERICAN COMMUNITY BANK OF INDIANA  ","IN","MUNSTER                  ","Y"," ","Y","20150112"
"7282","271974059","LAKE FED HAMMOND  ","LAKE FEDERAL BANK, FSB              ","IN","HAMMOND                  ","Y","S","Y","20110211"
"7283","271974062","MAINSOURCE BANK   ","MAINSOURCE BANK                     ","IN","HOBART                   ","Y"," ","N","20110310"
"7284","271975401","METRO FED CU      ","METRO FEDERAL CREDIT UNION          ","IL","ARLINGTON HEIGHTS        ","Y"," ","Y","20111216"
"7285","271976523","ILLIANA CREDIT UN ","ILLIANA FINANCIAL CREDIT UNION      ","IL","CALUMET CITY             ","Y","S","Y","20110322"
"7286","271983833","KANE CO TEACH ELG ","KANE COUNTY TEACHERS CREDIT UNION   ","IL","ELGIN                    ","Y"," ","Y","20110628"
"7287","271984311","MOTOROLA EMP CU   ","MOTOROLA CU                         ","IL","SCHAUMBURG               ","Y"," ","Y","20140711"
"7288","271984832","GREAT LAKES CU    ","GREAT LAKES CREDIT UNION            ","IL","NORTH CHICAGO            ","Y"," ","N","20120305"
"7289","271984861","COMMUNITY TRST C.U","COMMUNITY TRUST CREDIT UNION        ","IL","GURNEE                   ","Y"," ","Y","20150213"
"7290","271985213","NUMARK CU         ","NUMARK CREDIT UNION                 ","IL","JOLIET                   ","Y"," ","Y","20140318"
"7291","271985352","JOLIET WIRECO FCU ","NEW CENTURY FEDERAL CREDIT UNION    ","IL","JOLIET                   ","Y","S","N","20120106"
"7292","271986801","MEADOWS CR ARLNGTN","MEADOWS CREDIT UNION                ","IL","ARLINGTON HEIGHTS        ","Y"," ","Y","20111209"
"7293","271986869","NORTHSTAR CU      ","NORTHSTAR CREDIT UNION              ","IL","WARRENVILLE              ","Y","S","N","20131015"
"7294","271987075","CORPORATE AMER CU ","CORPORATE AMERICA FAMILY C U        ","IL","ELGIN                    ","Y"," ","Y","20110302"
"7295","271987635","ALLOYA CORP FCU   ","ALLOYA CORPORATE FEDERAL CREDIT UN  ","IL","WARRENVILLE              ","Y"," ","Y","20111024"
"7296","271988854","ROMEOVILLE COMM CU","ROMEOVILLE COMM C/U                 ","IL","ROMEOVILLE               ","Y"," ","N","        "
"7297","271989112","FIRST FINANCIAL CU","FIRST FINANCIAL CREDIT UNION        ","IL","SKOKIE                   ","Y"," ","N","20100325"
"7298","271989950","CONSUMERS COOP CU ","CONSUMERS COOPERATIVE CREDIT UNION  ","IL","ROUND LAKE BEACH         ","Y"," ","Y","20111020"
"7299","271990198","DUPAGE CREDIT UN  ","DUPAGE CREDIT UNION                 ","IL","NAPERVILLE               ","Y"," ","Y","20150430"
"7300","271990994","TECH FEDERAL CU   ","TECH CREDIT UNION                   ","IN","CROWN POINT              ","Y","S","N","20100520"
"7301","271992183","HEALTHCARE CU     ","HEALTHCARE ASSOCIATES CREDIT UNION  ","IL","NAPERVILLE               ","Y","S","Y","20140530"
"7302","271992400","BAXTER CREDIT UNIO","BAXTER CREDIT UNION                 ","IL","VERNON HILLS             ","Y"," ","Y","20000816"
"7303","272078268","LAKE TRUST CU     ","LAKE TRUST CREDIT UNION             ","MI","BRIGHTON                 ","Y"," ","Y","20150917"
"7304","272078365","MICHIGAN FIRST CU ","MICHIGAN FIRST CREDIT UNION         ","MI","LATHRUP VILLAGE          ","Y"," ","Y","20150224"
"7305","272079021","COMM CHOICE CU    ","COMMUNITY CHOICE CREDIT UNION       ","MI","FARMINGTON HILLS         ","Y"," ","N","20100303"
"7306","272079432","UKRAIN SLFRL MI CU","UKRAINIAN SELFRELIANCE MI FED CU    ","MI","WARREN                   ","Y"," ","N","        "
"7307","272079487","PBLC SRV CU WSTLND","PUBLIC SERVICE CREDIT UNION         ","MI","ROMULUS                  ","Y"," ","Y","20090206"
"7308","272471072","HOMESTEAD ALBION  ","HOMESTEAD SVGS BK, F.S.B.           ","MI","ALBION                   ","Y"," ","N","20000622"
"7309","272471085","FIRST FED S&L ALPE","FIRST FEDERAL OF NORTHERN MICHIGAN  ","MI","ALPENA                   ","Y"," ","N","20141107"
"7310","272471153","EDGEWATER BANK    ","EDGEWATER BANK                      ","MI","SAINT JOSEPH             ","Y"," ","Y","20121120"
"7311","272471166","EATON FED SAV     ","EATON FEDERAL SAVINGS BANK          ","MI","CHARLOTTE                ","Y"," ","N","20130422"
"7312","272471179","CHEMICAL MIDLAND  ","CHEMICAL BANK                       ","MI","MIDLAND                  ","Y"," ","N","20150511"
"7313","272471483","WOLVERINE BK FSB  ","WOLVERINE BANK, FSB                 ","MI","MIDLAND                  ","Y"," ","Y","20150106"
"7314","272471519","NEW BUFFALO SVGS  ","NEW BUFFALO SAVINGS BANK            ","MI","NEW BUFFALO              ","Y"," ","N","20151020"
"7315","272471548","GREAT LAKES F S B ","TCF NATIONAL BANK                   ","MI","LIVONIA                  ","Y"," ","N","20141107"
"7316","272471551","TALMER BK & TRUST ","TALMER BANK AND TRUST               ","MI","PORT HURON               ","Y"," ","N","20110919"
"7317","272471632","STURGIS BK & TR   ","STURGIS BANK & TRUST COMPANY        ","MI","STURGIS                  ","Y"," ","Y","20000111"
"7318","272471661","CHEMICAL BANK     ","CHEMICAL BANK                       ","MI","MIDLAND                  ","Y"," ","N","20141217"
"7319","272471849","STERLING SVGS B&T ","STERLING BANK & TRUST, F.S.B.       ","MI","SOUTHFIELD               ","Y"," ","Y","        "
"7320","272471852","FLAGSTAR BK FSB   ","FLAGSTAR BANK, FSB                  ","MI","TROY                     ","Y"," ","Y","20010319"
"7321","272476543","UNIV MICHIGAN CU  ","UNIVERSITY OF MICHIGAN C/U          ","MI","ANN ARBOR                ","Y"," ","Y","20140801"
"7322","272476734","KELLOGG COMM FCU  ","KELLOGG COMM FEDERAL CREDIT UNION   ","MI","BATTLE CREEK             ","Y"," ","Y","20020911"
"7323","272476776","UNITED ED CU      ","UNITED EDUCATIONAL CREDIT UNION     ","MI","BATTLE CREEK             ","N"," ","Y","20141107"
"7324","272477432","EXTRA C.U.        ","EXTRA CREDIT UNION                  ","MI","WARREN                   ","Y"," ","Y","20120720"
"7325","272477681","UNITED CHURCHES CU","UNITED CHURCHES CREDIT UNION        ","MI","TAYLOR                   ","Y","S","N","20140404"
"7326","272477694","ZEAL CU           ","ZEAL CREDIT UNION                   ","MI","LIVONIA                  ","Y"," ","Y","20150326"
"7327","272478075","ALLOYA CORP FCU   ","ALLOYA CORPORATE FEDERAL CREDIT UN  ","MI","SOUTHFIELD               ","Y"," ","N","20130701"
"7328","272479663","MSU FEDERAL CU    ","M S U FEDERAL CREDIT UNION          ","MI","EAST LANSING             ","Y"," ","Y","20140618"
"7329","272479841","C U ONE FERNDALE  ","CREDIT UNION ONE                    ","MI","FERNDALE                 ","Y"," ","N","        "
"7330","272479919","DORT FCU FLINT    ","DORT FEDERAL CREDIT UNION           ","MI","FLINT                    ","Y"," ","Y","20140815"
"7331","272479935","ELGA CU           ","ELGA CREDIT UNION                   ","MI","BURTON                   ","Y"," ","Y","20141114"
"7332","272479980","GENESEE FIRST FCU ","SAGELINK CREDIT UNION               ","MI","FLINT                    ","N"," ","Y","20141107"
"7333","272479993","FLINT ARE SCH EMPL","FLINT AREA SCHOOL EMPL CU           ","MI","FLINT                    ","Y"," ","Y","20140414"
"7334","272480047","GENISYS CU        ","GENISYS CREDIT UNION                ","MI","AUBURN                   ","Y"," ","N","20150731"
"7335","272480115","SECURITY CU       ","SECURITY CREDIT UNION               ","MI","FLINT                    ","Y"," ","Y","20140508"
"7336","272480128","WEST AUTO EMPY FCU","FINANCIAL PLUS CREDIT UNION         ","MI","FLINT                    ","N"," ","Y","20141107"
"7337","272480131","FRANKENMUTH CU    ","FRANKENMUTH CREDIT UNION            ","MI","FRANKENMUTH              ","N"," ","Y","20150605"
"7338","272480173","MACOMB SCHL GOV CU","MICHIGAN SCHOOLS & GOV. CREDIT UNION","MI","CLINTON TOWNSHIP         ","N"," ","Y","20141204"
"7339","272480199","GERBER FCU        ","GERBER FEDERAL CU                   ","MI","FREMONT                  ","N"," ","Y","20150729"
"7340","272480432","OPTION 1 CU       ","OPTION 1 CREDIT UNION               ","MI","GRAND RAPIDS             ","Y"," ","Y","20150331"
"7341","272480678","LAKE MICHIGAN CU  ","LAKE MICHIGAN CREDIT UNION          ","MI","GRAND RAPIDS             ","Y"," ","Y","20050303"
"7342","272481567","AMERICAN JACKS    ","AMERICAN 1 CREDIT UNION             ","MI","JACKSON                  ","Y"," ","N","20141107"
"7343","272481583","JACK CONSUMER EFCU","CP FEDERAL CREDIT UNION             ","MI","JACKSON                  ","Y"," ","Y","20140902"
"7344","272481839","CONSUMERS CU      ","CONSUMERS CREDIT UNION              ","MI","KALAMAZOO                ","Y"," ","N","20070426"
"7345","272481871","ED COMMUNITY CU   ","EDUCATIONAL COMMUNITY CREDIT UNION  ","MI","KALAMAZOO                ","N"," ","Y","20141107"
"7346","272481981","CASE CU LANSING   ","CASE CREDIT UNION                   ","MI","LANSING                  ","Y"," ","Y","20141027"
"7347","272482003","CONSUMER PRO CU   ","CONSUMERS PROFESSIONAL CREDIT UNION ","MI","LANSING                  ","Y"," ","N","20110824"
"7348","272482061","LAFCU-MI          ","LAFCU                               ","MI","LANSING                  ","Y","S","Y","20150714"
"7349","272482265","LAKE TRUST CU     ","LAKE TRUST CREDIT UNION             ","MI","PLYMOUTH                 ","Y"," ","N","20110331"
"7350","272482508","MICHIGAN ED CU    ","MICHIGAN EDUCATIONAL CREDIT UNION   ","MI","PLYMOUTH                 ","N"," ","Y","20141107"
"7351","272482838","DOW CHEM EMPL CU  ","DOW CHEMICAL EMPLOYEES CU           ","MI","MIDLAND                  ","Y"," ","Y","20110225"
"7352","272482841","MEMBERS 1ST CU    ","MEMBERS FIRST CREDIT UNION          ","MI","MIDLAND                  ","Y"," ","Y","20021121"
"7353","272482883","MONROE CNTY COM CU","MONROE COUNTY COMMUNITY CU          ","MI","MONROE                   ","Y"," ","Y","20120206"
"7354","272483015","ISABELLA COMM CU  ","ISABELLA COMMUNITY C/U              ","MI","MOUNT PLEASANT           ","Y"," ","N","20110927"
"7355","272483633","ADVIA             ","ADVIA CREDIT UNION                  ","MI","PARCHMENT                ","N"," ","Y","20141107"
"7356","272483743","COMM FCU PLYMOUTH ","COMMUNITY FINANCIAL CREDIT UNION    ","MI","PLYMOUTH                 ","Y"," ","N","20130207"
"7357","272483808","OAKLAND CNTY CU   ","OAKLAND COUNTY CREDIT UNION         ","MI","WATERFORD                ","N"," ","Y","20141107"
"7358","272483905","GENISYS CU        ","GENISYS CREDIT UNION                ","MI","AUBURN HILLS             ","Y"," ","Y","20081204"
"7359","272484289","CHRISTIAN FIN. CU ","CHRISTIAN FINANCIAL CREDIT UNION    ","MI","ROSEVILLE                ","Y"," ","N","20130927"
"7360","272484441","CATHOLIC FED C.U. ","CATHOLIC FEDERAL CREDIT UNION       ","MI","SAGINAW                  ","N"," ","Y","20141107"
"7361","272484470","TEAM ONE C.U.     ","TEAM ONE CREDIT UNION               ","MI","SAGINAW                  ","N"," ","Y","20141107"
"7362","272484713","WILDFIRE C U      ","WILDFIRE CREDIT UNION               ","MI","SAGINAW                  ","Y"," ","Y","20140825"
"7363","272484807","WANIGAS           ","WANIGAS CREDIT UNION                ","MI","SAGINAW                  ","N"," ","Y","20141107"
"7364","272484852","HONOR CREDIT UNION","HONOR CREDIT UNION                  ","MI","SAINT JOSEPH             ","Y"," ","Y","20140514"
"7365","272484894","UNITED FCU        ","UNITED FEDERAL CREDIT UNION         ","MI","SAINT JOSEPH             ","Y"," ","N","20100823"
"7366","272484988","PEOPLES TRUST CU  ","PEOPLE DRIVEN CREDIT UNION          ","MI","SOUTHFIELD               ","N"," ","Y","20150401"
"7367","272485291","TLC COMM CR UNION ","TLC COMMUNITY CR UN                 ","MI","ADRIAN                   ","N"," ","Y","20141107"
"7368","272485385","4FRONT            ","4FRONT CREDIT UNION                 ","MI","TRAVERSE CITY            ","N"," ","Y","20150408"
"7369","272486025","NORTHERN AREA FCU ","NORTHLAND AREA FEDERAL CREDIT UNION ","MI","OSCODA                   ","N"," ","Y","20141107"
"7370","273073974","FIRST CLASS CU    ","FIRST CLASS CREDIT UNION            ","IA","WEST DES MOINES          ","Y"," ","N","20110616"
"7371","273074339","POLK COUNTY       ","POLK COUNTY CREDIT UNION            ","IA","DES MOINES               ","Y","S","N","20130416"
"7372","273074407","COMMUNITY CHOICE  ","COMMUNITY CHOICE CREDIT UNION       ","IA","DES MOINES               ","N"," ","Y","20141107"
"7373","273970116","METABANK          ","METABANK                            ","IA","STORM LAKE               ","Y"," ","Y","20111122"
"7374","273970187","CITIZENS DAVENPORT","FIRST MIDWEST BANK                  ","IA","DAVENPORT                ","Y"," ","N","20030815"
"7375","273970514","US BANK IOWA      ","US BANK, NA                         ","MN","MINNEAPOLIS              ","Y"," ","N","20130221"
"7376","273970682","NORTHWEST BANK    ","NORTHWEST BANK                      ","IA","SPENCER                  ","Y"," ","Y","20080925"
"7377","273970941","CORNERSTONE BANK  ","CORNERSTONE BANK                    ","IA","CLARINDA                 ","Y"," ","N","20140805"
"7378","273972583","GREATER IOWA CU   ","GREATER IOWA CREDIT UNION           ","IA","AMES                     ","Y"," ","Y","20140414"
"7379","273972871","FIRST FEDERAL COMM","FIRST FEDERAL CREDIT UNION          ","IA","CEDAR RAPIDS             ","N"," ","Y","20141001"
"7380","273972949","COLLINS COMM CU   ","COLLINS COMMUNITY CREDIT UNION      ","IA","CEDAR RAPIDS             ","Y"," ","Y","20101217"
"7381","273973456","ALCOA BETTENDORF  ","ASCENTRA CREDIT UNION               ","IA","BETTENDORF               ","Y"," ","Y","20141231"
"7382","273974549","DU TRAC COMMUNITY ","DU TRAC COMMUNITY CREDIT UNION      ","IA","DUBUQUE                  ","Y"," ","N","        "
"7383","273974581","DUPACO COMM DUBQUE","DUPACO COMMUNITY CREDIT UNION       ","IA","DUBUQUE                  ","Y"," ","Y","20140709"
"7384","273975098","U OF I COMM IOWA  ","UNIVERSITY OF IOWA COMMUNITY C.U.   ","IA","IOWA CITY                ","Y"," ","N","20070411"
"7385","273975564","NORTH IA CU MASON ","NORTH IOWA COMMUNITY CREDIT UNION   ","IA","MASON CITY               ","Y"," ","N","        "
"7386","273975726","COMMUNITY 1ST CU  ","COMMUNITY 1ST CREDIT UNION          ","IA","OTTUMWA                  ","Y","S","N","20151109"
"7387","273976369","VERIDIAN          ","VERIDIAN CREDIT UNION               ","IA","WATERLOO                 ","Y"," ","N","20141107"
"7388","274070439","BMO HARRIS BANK NA","BMO HARRIS BANK NA                  ","IL","CHICAGO                  ","Y"," ","N","20141107"
"7389","274070484","AFFINITY          ","THE HUNTINGTON NATIONAL BANK        ","  ","                         ","Y","S","N","20141107"
"7390","274073805","DOW EMPL CU       ","NORTHPARK COMMUNITY CREDIT UNION    ","IN","INDIANAPOLIS             ","N"," ","Y","20141107"
"7391","274073834","ELEMENTS FCU      ","ELEMENTS FINANCIAL FEDERAL CREDIT UN","IN","INDIANAPOLIS             ","Y"," ","Y","20150302"
"7392","274073876","FIN CEN FIR ST CU ","FINANCIAL CENTER FIRST CREDIT UNION ","IN","INDIANAPOLIS             ","Y"," ","Y","20150107"
"7393","274074037","FORUM CREDIT UNION","FORUM CREDIT UNION                  ","IN","INDIANAPOLIS             ","Y"," ","Y","20141024"
"7394","274074040","IN MEM CU INDIAPOL","INDIANA MEMBER CREDIT UNION         ","IN","INDIANAPOLIS             ","Y"," ","Y","20141017"
"7395","274086339","ALLOYA CORP FCU   ","ALLOYA CORPORATE FEDERAL CREDIT UN  ","IN","INDIANAPOLIS             ","Y"," ","N","20141107"
"7396","274970021","FIRST FSB ANGOLA  ","FIRST FEDERAL SAVINGS BK OF ANGOLA  ","IN","ANGOLA                   ","Y"," ","N","        "
"7397","274970050","HORIZON BK N.A.   ","HORIZON BANK, NATIONAL ASSOCIATION  ","IN","MICHIGAN CITY            ","Y"," ","N","20150925"
"7398","274970076","MAINSOURCE BANK   ","MAINSOURCE BANK                     ","IN","FRANKLIN                 ","Y"," ","N","20110310"
"7399","274970186","MAINSOURCE BANK   ","MAINSOURCE BANK                     ","IN","CRAWFORDSVILLE           ","Y"," ","N","20060713"
"7400","274970225","BLUE RIVER FSB    ","SALIN BANK & TRUST COMPANY          ","IN","EDINBURGH                ","Y"," ","N","20030815"
"7401","274970351","FIRST GREENSBURG  ","FIRST FEDERAL S & L                 ","IN","GREENSBURG               ","Y"," ","N","        "
"7402","274970380","FIRST FEDERAL BK  ","FIRST FEDERAL SAVINGS BANK          ","IN","HUNTINGTON               ","Y"," ","N","20000831"
"7403","274970607","SECURITY FED SAV  ","SECURITY FEDERAL SAVINGS BANK       ","IN","LOGANSPORT               ","Y"," ","N","20080620"
"7404","274970649","HOME BK SB MARTINS","HOME BANK, SB                       ","IN","MARTINSVILLE             ","Y"," ","N","        "
"7405","274970681","MUTUAL BANK       ","MUTUAL BANK                         ","IN","MUNCIE                   ","Y"," ","Y","20090129"
"7406","274970717","AMERIANA BANK     ","AMERIANA BANK                       ","IN","NEW CASTLE               ","Y"," ","N","20090724"
"7407","274970791","FIRST BK RICHMOND ","FIRST BANK RICHMOND, N.A.           ","IN","RICHMOND                 ","Y"," ","N","20141107"
"7408","274970814","WEST END BANK     ","WEST END BANK, S.B.                 ","IN","RICHMOND                 ","Y"," ","N","20141107"
"7409","274970827","FIRST FED SAVINGS ","FIRST FED SAVINGS BK                ","IN","ROCHESTER                ","Y"," ","N","20140415"
"7410","274970995","CROSSROADS BANK   ","CROSSROADS BANK                     ","IN","WABASH                   ","Y"," ","Y","20081226"
"7411","274972744","IND CU BLOMINGTN  ","INDIANA UNIVERSITY CREDIT UNION     ","IN","BLOOMINGTON              ","Y"," ","Y","20080324"
"7412","274972883","CENTRA FEDERAL CU ","CENTRA CREDIT UNION                 ","IN","COLUMBUS                 ","Y"," ","Y","20120605"
"7413","274973141","MIDWEST AMER CU   ","MIDWEST AMERICA FED CU              ","IN","FORT WAYNE               ","Y"," ","Y","20121123"
"7414","274973183","PROFED FCU        ","PROFED FEDERAL CREDIT UNION         ","IN","FORT WAYNE               ","Y"," ","Y","20130531"
"7415","274973222","THREE RIVERS FEDER","THREE RIVERS FEDERAL CREDIT UNION   ","IN","FORT WAYNE               ","Y"," ","Y","20141223"
"7416","274973316","PARTNERS 1ST FCU  ","PARTNERS 1ST FEDERAL CREDIT UNION   ","IN","FORT WAYNE               ","Y"," ","Y","20080411"
"7417","274973374","FORT FINANCIAL FCU","FORT FINANCIAL FCU                  ","IN","FORT WAYNE               ","Y"," ","N","20121114"
"7418","274974726","SOLIDARITY FED CU ","SOLIDARITY COMMUNITY FEDERAL CU     ","IN","KOKOMO                   ","Y"," ","N","20140804"
"7419","274975291","BALL STATE FCU    ","BALL STATE FEDERAL CREDIT UNION     ","IN","MUNCIE                   ","Y","S","N","20121204"
"7420","274976067","PURDUE FCU        ","PURDUE FEDERAL CREDIT UNION         ","IN","WEST LAFAYETTE           ","Y"," ","Y","20120315"
"7421","274976151","BEACON CU         ","BEACON CREDIT UNION                 ","IN","WABASH                   ","Y"," ","Y","20120109"
"7422","275071259","EQUITABLE SSB HALE","THE EQUITABLE BK, STATE SVGS BANK   ","WI","WAUWATOSA                ","Y"," ","Y","20100129"
"7423","275071288","GUARANTY BK SSB   ","GUARANTY BANK                       ","WI","GLENDALE                 ","Y"," ","Y","20141003"
"7424","275071327","PYRAMAX BANK      ","PYRAMAX BANK, F.S.B.                ","WI","GREENFIELD               ","Y"," ","Y","20090107"
"7425","275071330","BANK MUTUAL       ","BANK MUTUAL                         ","WI","MILWAUKEE                ","Y"," ","Y","20030320"
"7426","275071356","N SH FSB BRKFIELD ","NORTH SHORE BANK, F.S.B.            ","WI","BROOKFIELD               ","Y"," ","Y","        "
"7427","275071385","TCF BK WI FSB MILW","TCF NATIONAL BANK                   ","IL","FRANKLIN PARK            ","Y"," ","N","20141107"
"7428","275071770","WATERSTONE BANK   ","WATERSTONE BANK                     ","WI","WAUWATOSA                ","Y"," ","N","20080701"
"7429","275079714","LANDMARK CR UN    ","LANDMARK CREDIT UNION               ","WI","NEW BERLIN               ","Y","S","N","20150609"
"7430","275080334","NORTHWESTERN      ","NORTHWESTERN MUTUAL CREDIT UNION    ","WI","MILWAUKEE                ","N"," ","Y","20130521"
"7431","275080525","AURORA CREDIT UN  ","AURORA CREDIT UNION                 ","WI","MILWAUKEE                ","Y"," ","N","20110921"
"7432","275082866","CORP CENTRAL CU   ","CORPORATE CENTRAL CREDIT UNION      ","WI","HALES CORNERS            ","Y"," ","Y","20020812"
"7433","275970020","MARATHON SAVINGS  ","MARATHON SAVINGS BANK               ","WI","WAUSAU                   ","N"," ","Y","20141107"
"7434","275970130","FOX VALLEY SAV BK ","FOX VALLEY SAVINGS BANK             ","WI","FOND DU LAC              ","Y"," ","N","20010405"
"7435","275971029","EAST WISCONSIN SB ","EAST WISCONSIN SAVINGS BANK, S.A.   ","WI","KAUKAUNA                 ","N"," ","Y","20100831"
"7436","275971087","ANCHORBK SSB MADSN","ANCHORBANK, S.S.B.                  ","WI","MADISON                  ","Y"," ","Y","        "
"7437","275971113","HOME SVG BK MADISN","HOME SAVINGS BANK                   ","WI","MADISON                  ","Y"," ","N","20141107"
"7438","275971139","FORWARD FNCL BK   ","FORWARD FINANCIAL BANK              ","WI","MARSHFIELD               ","Y"," ","N","20140909"
"7439","275971692","FIRST FEDERAL BANK","FIRST FEDERAL BANK OF WISCONSIN     ","WI","WAUKESHA                 ","Y","S","Y","20120330"
"7440","275971825","WESTBURY BANK     ","WESTBURY BANK                       ","WI","WEST BEND                ","Y"," ","Y","20120928"
"7441","275971838","KEYSAVINGS WI RPDS","KEYSAVINGS BANK                     ","WI","WISCONSIN RAPIDS         ","Y","S","Y","20100311"
"7442","275971854","BLACKHAWK BELOIT  ","BLACKHAWK STATE BANK                ","WI","BELOIT                   ","Y"," ","Y","        "
"7443","275971906","GREAT MIDWEST SSB ","GREAT MIDWEST BANK S.S.B.           ","WI","BROOKFIELD               ","Y"," ","Y","        "
"7444","275976655","COVANTAGE CU      ","COVANTAGE CREDIT UNION              ","WI","ANTIGO                   ","Y"," ","Y","20121220"
"7445","275977120","CO-OP CREDIT UNION","CO-OP CREDIT UNION                  ","WI","BLACK RIVER FALLS        ","N"," ","Y","20141107"
"7446","275977256","FOX COMMUNITIES CU","FOX COMMUNITIES CU                  ","WI","APPLETON                 ","N"," ","Y","20141107"
"7447","275977489","MARINE CREDIT UN  ","MARINE CREDIT UNION                 ","WI","FOND DU LAC              ","Y"," ","Y","20120719"
"7448","275977560","FORT COMMUNITY CU ","FORT COMMUNITY CREDIT UNION         ","WI","FORT ATKINSON            ","N"," ","Y","20141107"
"7449","275977832","HARBOR CREDIT UN  ","HARBOR CREDIT UNION                 ","WI","GREEN BAY                ","Y"," ","Y","20130123"
"7450","275978048","BLKHAWK JANESVILLE","BLACKHAWK COMMUNITY CREDIT UNION    ","WI","JANESVILLE               ","Y"," ","N","20040903"
"7451","275978116","PARKER COMMTY CU  ","PARKER COMMUNITY CREDIT UNION       ","WI","JANESVILLE               ","Y"," ","N","20121226"
"7452","275978310","SOUTHERN LAKES CU ","SOUTHERN LAKES CREDIT UNION         ","WI","KENOSHA                  ","Y","S","Y","20100528"
"7453","275978394","CAPITAL CU        ","CAPITAL CREDIT UNION                ","WI","GREEN BAY                ","Y"," ","Y","20150608"
"7454","275978417","KOHLER CREDIT UN  ","KOHLER CREDIT UNION                 ","WI","KOHLER                   ","Y","S","N","20100701"
"7455","275978750","DANE COUNTY CR UN ","DANE COUNTY CREDIT UNION            ","WI","MADISON                  ","N"," ","Y","20141107"
"7456","275979034","SUMMIT CU         ","SUMMIT CREDIT UNION                 ","WI","MADISON                  ","Y"," ","Y","20110510"
"7457","275979076","UNIV WIS MADISON  ","UNIVERSITY OF WISCONSIN C/U         ","WI","MADISON                  ","Y"," ","Y","20080813"
"7458","275979173","UNITEDONE         ","UNITEDONE CREDIT UNION              ","WI","MANITOWOC                ","Y"," ","Y","20140130"
"7459","275979429","PROSPERA CU       ","PROSPERA CREDIT UNION               ","WI","APPLETON                 ","Y","S","N","20141107"
"7460","275981187","VERVE             ","VERVE, A CREDIT UNION               ","WI","OSHKOSH                  ","Y"," ","N","20150318"
"7461","275981378","EDUCATORS CR UNION","EDUCATORS CREDIT UNION              ","WI","RACINE                   ","Y"," ","Y","20140909"
"7462","275982283","CLOVERBELT CU     ","CLOVERBELT CREDIT UNION             ","WI","WAUSAU                   ","N"," ","Y","20140908"
"7463","275982296","CONNEXUS          ","CONNEXUS CREDIT UNION               ","WI","WAUSAU                   ","Y"," ","Y","20141210"
"7464","275982539","WESTBY COOP CU    ","WESTBY CO-OP CREDIT UNION           ","WI","WESTBY                   ","N"," ","Y","20141107"
"7465","275982597","BULLSEYE CU WI RAP","BULL'S EYE CU                       ","WI","WISCONSIN RAPIDS         ","Y"," ","N","        "
"7466","275982801","COMMUNITY APPLETON","COMMUNITY FIRST CREDIT UNION        ","WI","APPLETON                 ","Y"," ","N","20141107"
"7467","281050031","USDA              ","U. S. D. A.                         ","MO","KANSAS CITY              ","N"," ","Y","20141107"
"7468","281050112","US TREAS RP       ","U.S. DEPT. OF TREASURY REPO ACCOUNT ","MO","SAINT LOUIS              ","Y","S","Y","20100823"
"7469","281050125","MINERALS MGT SRVC ","MINERALS MGT SERVICE, ALASKA OCS REG","AK","ANCHORAGE                ","N"," ","Y","20080822"
"7470","281070985","CLSL EDWARDSVLL IL","FIRST CLOVER LEAF BANK, NA          ","IL","EDWARDSVILLE             ","Y"," ","Y","20140818"
"7471","281071081","GUARDIAN SVG BK   ","GUARDIAN SAVINGS BANK, FSB          ","IL","GRANITE CITY             ","N"," ","Y","20090528"
"7472","281071227","FRST FSB MASCOUTAH","FIRST FSB OF MASCOUTAH              ","IL","MASCOUTAH                ","N"," ","Y","20111007"
"7473","281073555","PULASKI BK NA     ","PULASKI BANK, NA                    ","MO","SAINT LOUIS              ","Y"," ","Y","20150715"
"7474","281076730","1ST MIDAMERICA CU ","1ST MIDAMERICA CREDIT UNION         ","IL","BETHALTO                 ","Y"," ","Y","20141205"
"7475","281076853","GCS CREDIT UNION  ","GCS CREDIT UNION                    ","IL","GRANITE CITY             ","Y"," ","Y","20120830"
